1,1,123.0,332.0,135.5,60.30000000000001,1,1,1.0
1,2,732.12,264.73,71.64999999999998,41.94,1,1,1.0
1,3,206.1,247.25,96.98999999999998,43.69,1,1,1.0
2,1,97.7,332.0,145.10000000000002,66.39999999999998,1,1,1.0
2,2,719.9,264.73,74.30000000000007,41.94,1,1,1.0
2,3,206.1,247.25,96.98999999999998,43.77999999999997,1,1,1.0
3,1,74.1,336.4,143.4,67.30000000000001,1,1,1.0
3,2,704.2,264.73,81.29999999999995,45.46999999999997,1,1,1.0
3,3,206.1,247.25,96.98999999999998,43.870000000000005,1,1,1.0
4,1,47.8,339.0,148.73000000000002,67.30000000000001,1,1,1.0
4,2,693.7,268.2,75.19999999999993,45.5,1,1,1.0
4,3,206.1,247.25,96.98999999999998,43.95999999999998,1,1,1.0
5,1,22.5,339.0,150.4,71.69999999999999,1,1,1.0
5,2,678.8,270.8,79.60000000000002,42.89999999999998,1,1,1.0
5,3,206.1,247.25,96.98999999999998,44.06,1,1,1.0
6,1,0.0,345.99,147.56,71.69999999999999,1,1,1.0
6,2,663.95,274.29,79.59999999999991,42.90999999999997,1,1,1.0
6,3,206.1,247.25,96.98999999999998,44.14999999999998,1,1,1.0
7,1,0.0,347.74,129.2,73.45999999999998,1,1,1.0
7,2,650.84,277.79,79.60000000000002,42.89999999999998,1,1,1.0
7,3,206.1,247.25,96.98999999999998,44.24000000000001,1,1,1.0
8,1,0.0,349.5,103.0,71.69999999999999,1,1,1.0
8,2,634.24,278.66,79.60000000000002,42.89999999999998,1,1,1.0
8,3,206.1,247.25,96.98999999999998,44.329999999999984,1,1,1.0
9,1,0.0,361.7,81.2,59.5,1,1,1.0
9,2,622.0,281.29,79.60000000000002,42.89999999999998,1,1,1.0
9,3,206.1,247.25,96.98999999999998,44.420000000000016,1,1,1.0
10,1,0.0,361.7,55.0,59.5,1,1,1.0
10,2,605.4,281.29,81.30000000000007,46.40999999999997,1,1,1.0
10,3,206.1,247.25,96.98999999999998,44.50999999999999,1,1,1.0
11,1,0.87,366.94,27.9,59.5,1,1,1.0
11,2,591.42,283.03,81.30000000000007,46.420000000000016,1,1,1.0
11,3,206.1,247.25,96.98999999999998,44.60000000000002,1,1,1.0
12,2,575.7,283.91,84.78999999999996,46.40999999999997,1,1,1.0
12,3,206.1,247.25,96.98999999999998,44.69,1,1,1.0
13,2,557.4,290.02,89.11000000000001,46.420000000000016,1,1,1.0
13,3,206.1,247.25,96.98999999999998,44.77999999999997,1,1,1.0
14,2,545.17,294.39,89.10000000000002,46.420000000000016,1,1,1.0
14,3,206.1,247.25,96.98999999999998,44.870000000000005,1,1,1.0
15,2,530.31,293.52,89.11000000000001,46.410000000000025,1,1,1.0
15,3,206.1,247.25,96.98999999999998,44.95999999999998,1,1,1.0
16,2,512.84,301.38,89.10000000000002,46.420000000000016,1,1,1.0
16,3,206.1,247.25,96.98999999999998,45.06,1,1,1.0
